user_id,days_last_order,total_orders,total_value,unique_days_visited,total_sessions,avg_duration_btw_login,avg_session_time,avg_page_visits,label
238794,6,16,8045,69,140,2.64,432.91,22.45,0
238883,7,7,3107,60,130,1.40,241.07,16.38,0
238951,17,3,865,1,6,2.00,355.13,20.17,0
238952,0,10,34950,11,23,5.00,75.56,11.83,0
239074,8,4,2138,123,549,1.50,196.88,11.47,0
239126,17,5,3213,44,95,3.84,202.06,17.26,1
239422,4,9,45387,169,351,1.07,431.16,24.21,0
239709,8,4,10856,58,115,3.02,304.74,14.57,0
239947,0,30,140658,125,378,1.47,436.27,22.40,0
240094,20,4,9488,66,111,2.70,233.62,24.39,0
240105,20,6,9980,63,121,2.90,496.52,36.02,0
240411,0,11,8216,30,42,2.43,136.08,18.21,0
240828,2,4,1247,9,28,3.00,292.82,22.96,0
241166,10,20,7483,52,131,1.56,410.11,31.84,0
241173,1,18,7051,50,117,2.60,526.72,26.68,0
241682,0,13,17028,120,364,1.53,192.25,20.57,0
241926,10,15,19197,113,365,1.58,347.82,19.41,0
242138,1,4,2532,22,39,8.27,280.33,10.28,0
242181,12,6,2067,3,4,2.67,563.53,44.25,0
242518,9,77,174132,136,495,1.32,516.85,32.65,0
243308,13,8,7850,51,110,3.57,156.70,12.84,0
243589,12,3,1178,11,24,1.64,518.63,28.08,0
244169,5,3,49000,2,8,0.50,230.69,14.00,0
244175,28,4,2708,29,58,6.21,472.62,30.07,0
244176,9,3,7138,20,26,9.15,170.58,13.27,0
244203,27,4,4576,18,31,3.00,351.07,16.68,0
244396,30,17,5690,137,428,1.25,430.96,30.55,0
244488,7,5,4674,13,25,6.00,159.94,10.52,0
244795,7,17,38670,94,409,1.15,354.15,27.18,0
245140,9,3,1326,63,199,2.68,177.23,23.62,0
245170,19,14,9932,67,134,2.69,323.21,22.56,0
245400,20,5,13273,40,59,4.18,266.91,15.59,0
245428,16,8,7359,42,82,4.36,503.80,33.72,1
245606,16,3,996,17,96,9.53,335.78,30.46,0
246009,17,10,12343,54,103,3.20,202.55,20.65,0
246040,21,9,7099,74,112,2.34,329.14,25.10,1
246084,18,11,8037,81,168,2.27,237.11,16.99,0
246132,25,13,11000,14,22,5.93,363.77,13.32,0
246176,27,5,3951,24,31,6.75,341.88,17.84,0
247097,15,10,4219,17,27,7.65,168.87,14.22,1
247217,2,28,47153,47,82,3.57,337.89,25.43,0
247359,15,11,10222,58,98,3.16,374.29,12.45,0
247716,17,8,5215,46,74,3.74,234.63,24.31,0
247906,5,10,5055,68,319,1.79,316.53,23.79,0
248195,27,4,1841,14,19,9.79,208.83,15.53,1
248430,4,4,3985,13,21,1.62,243.44,17.00,0
248610,21,6,7712,38,48,4.71,177.13,21.54,0
249069,6,26,63345,113,378,1.63,219.66,14.30,0
249164,2,3,1492,17,24,10.35,346.50,15.58,1
249261,6,38,28770,37,88,1.49,883.77,35.03,0
249330,11,8,13220,23,44,4.22,753.79,30.75,0
249413,2,15,9506,73,194,2.52,236.71,18.59,0
249616,17,11,15955,55,100,3.22,441.19,25.61,1
249791,4,9,8163,61,137,2.89,403.13,26.53,0
250325,23,10,9371,5,7,2.20,99.42,6.29,0
250417,16,18,16244,10,21,4.20,344.01,13.71,1
250457,0,18,57756,51,159,3.59,201.03,12.62,0
250700,4,3,4120,15,25,6.33,85.43,11.60,0
250776,22,12,20707,69,99,2.67,347.61,14.11,0
250872,23,9,17130,65,159,2.68,391.70,30.19,1
251199,16,11,9758,47,75,2.06,325.10,20.11,1
251532,26,5,3840,53,84,3.42,292.24,21.54,0
251956,7,8,12316,20,40,1.10,280.63,8.83,0
252281,19,7,7094,12,22,3.92,489.61,32.68,0
252654,21,5,2405,32,64,3.75,378.00,13.11,0
252736,5,7,3250,19,55,1.16,568.33,35.93,0
253349,26,7,5165,58,115,2.98,160.54,9.35,1
253543,1,4,2012,9,18,1.89,626.25,36.22,1
253806,8,31,40218,101,282,1.78,379.01,30.16,0
254032,3,6,13535,20,28,8.60,574.75,28.64,0
254319,11,14,6003,40,202,1.80,324.12,25.67,1
254349,18,13,38339,74,154,2.38,313.13,13.81,0
254375,12,4,1349,16,47,10.19,623.89,38.15,0
254609,24,3,1575,26,55,1.12,537.74,27.49,0
254610,30,5,1667,18,48,9.22,467.15,18.23,1
254646,5,5,1921,64,121,2.70,375.17,17.28,0
254886,16,8,5820,3,3,4.00,188.63,19.67,0
255492,5,12,27832,91,213,2.00,201.19,12.61,0
255792,20,4,2386,17,24,9.82,251.11,15.38,0
255965,12,10,4202,65,142,2.66,452.18,18.20,1
256661,2,5,2236,26,40,7.08,358.47,21.25,0
256950,19,12,4878,153,439,1.20,307.41,20.88,0
256978,0,6,3661,20,35,8.95,429.43,25.63,0
257126,14,3,5818,14,21,2.50,665.31,22.43,1
257295,19,3,2349,1,1,1.00,5.76,4.00,0
257313,5,4,1238,26,47,6.65,211.39,13.74,1
257452,20,14,7546,52,75,3.17,265.22,17.87,0
257956,7,8,59418,108,233,1.67,386.33,23.23,0
258617,0,22,11996,46,221,1.30,377.65,23.29,1
258637,12,5,44407,64,112,2.81,213.77,12.54,0
258783,29,7,5753,24,87,2.33,297.74,22.87,0
258913,7,6,4462,5,18,1.80,999.71,32.06,0
258932,21,10,15207,50,115,3.58,544.32,22.76,0
259602,24,11,5824,40,58,4.40,398.71,23.24,0
259757,28,10,3608,70,105,2.30,335.09,19.58,0
259813,1,8,6600,54,92,3.22,516.12,18.40,0
260088,3,10,50387,41,55,3.85,190.73,15.89,0
260166,5,208,257669,166,922,1.10,665.29,28.16,0
260537,13,14,3747,48,67,3.50,250.06,19.01,0
261181,22,8,3322,32,117,1.53,294.63,26.72,1
261265,26,9,6673,37,53,4.65,459.76,28.96,0
261381,5,3,1611,24,35,5.38,401.95,10.86,0
261463,0,23,21693,100,230,1.84,592.32,46.31,0
261620,2,10,4411,42,72,4.33,466.26,36.56,0
261750,16,6,1974,40,88,4.33,242.16,18.91,0
261927,11,4,1194,8,24,3.25,620.62,58.17,0
261954,8,21,30727,75,162,2.32,350.94,21.00,0
262205,23,12,12067,18,20,8.89,141.71,10.00,0
262307,14,11,14431,71,203,1.62,527.62,23.25,1
262405,21,9,6976,38,63,4.79,731.00,30.52,0
262506,19,27,9839,97,192,1.90,782.89,39.04,0
262853,2,16,12370,77,153,2.34,334.38,22.63,0
262914,24,22,101855,146,563,1.26,461.39,23.66,0
262941,3,53,73917,78,191,1.62,153.83,16.13,0
262972,14,20,97705,137,412,1.34,446.49,20.11,0
263496,20,6,4822,104,225,1.75,267.88,12.98,1
263685,20,56,33942,54,182,1.37,937.72,33.75,0
263731,6,3,2711,18,32,2.39,451.15,12.00,0
263741,7,46,96226,107,949,1.72,427.51,27.91,0
264039,18,8,28039,68,113,2.54,319.73,12.24,0
264504,5,6,2484,21,51,1.05,186.09,15.80,0
265231,0,11,9564,79,149,2.33,517.11,37.74,0
265357,5,6,13174,35,65,5.20,554.44,19.06,0
265854,25,10,4156,49,108,2.20,368.22,34.06,0
266074,24,18,9456,67,143,2.64,862.76,36.48,0
266415,5,9,10167,14,63,1.29,284.26,16.90,0
266440,21,9,6220,63,139,2.90,376.36,25.17,0
267442,6,5,6292,83,119,2.19,723.76,18.87,1
267568,11,21,11932,106,214,1.74,275.92,26.78,0
267570,1,8,3829,113,250,1.63,637.23,27.23,0
267719,2,11,13276,16,30,11.00,196.00,15.80,0
268017,15,14,19907,53,109,2.79,799.15,27.06,0
268078,20,4,3446,10,34,2.40,601.39,48.18,0
268909,19,3,9726,15,19,11.07,402.71,16.11,0
269032,0,20,59741,91,241,1.98,327.85,15.00,0
269047,16,8,40286,30,36,3.77,187.51,10.47,1
269547,23,6,67443,23,44,7.43,276.53,19.11,0
269835,7,7,2814,29,83,1.34,451.85,17.53,1
269902,10,4,6938,55,204,1.33,165.97,23.29,0
270037,0,40,56302,111,275,1.65,209.73,20.03,0
270050,5,6,7103,29,54,3.97,127.63,11.94,0
270442,9,3,1006,32,86,1.72,609.86,33.55,0
270509,13,5,2782,82,138,2.24,353.07,19.76,0
270677,5,5,3123,7,14,1.43,149.84,6.79,0
271078,8,167,310499,126,437,1.46,950.53,68.74,0
271318,18,6,8804,17,38,9.76,355.86,22.58,1
272018,21,23,21164,78,161,2.35,402.93,34.60,0
272067,2,3,8052,10,26,2.90,381.92,26.27,0
272223,0,14,4068,47,97,3.81,408.48,30.37,0
272286,3,10,11071,11,94,1.00,634.00,43.84,0
272887,2,14,4962,30,96,1.27,275.93,30.65,0
273469,10,5,2221,13,22,2.38,458.17,26.55,0
273474,13,13,46426,94,168,1.91,561.14,30.46,0
273698,17,10,4488,27,57,2.26,872.29,36.88,0
274174,18,20,910953,31,114,2.19,342.73,36.30,0
274653,8,13,10208,40,201,4.03,188.92,16.52,0
274712,24,3,896,32,80,3.91,273.57,21.26,0
275006,5,6,4408,34,107,1.74,449.04,24.88,0
275559,21,12,21365,85,195,2.13,477.52,18.62,1
275732,2,10,11825,58,101,2.95,596.72,23.51,1
275916,27,6,2781,29,57,1.48,296.96,17.53,0
275976,9,8,17571,27,29,6.15,149.69,21.03,0
276118,5,12,6276,100,343,1.84,354.58,22.44,0
276865,12,19,14015,106,213,1.73,458.60,18.44,0
277110,11,8,3666,58,80,3.09,394.00,18.40,0
277459,2,28,29915,14,39,5.00,699.80,34.08,0
277757,5,8,5086,40,52,4.50,129.95,13.00,0
277769,14,6,2082,80,189,2.30,229.92,17.86,1
277913,6,6,2943,30,52,6.03,272.83,21.73,1
277927,23,5,4140,110,485,1.65,544.89,46.05,0
278550,13,3,1145,3,15,1.00,313.91,25.27,1
278698,14,3,1450,38,65,4.68,426.83,28.58,1
279115,7,4,3023,89,191,2.04,450.59,16.25,0
279240,28,7,5166,27,66,2.56,434.83,22.92,0
279297,26,5,8192,43,58,3.09,470.91,18.02,0
279346,28,5,3441,2,5,1.00,822.42,30.40,0
279644,22,5,4842,39,294,2.05,220.97,19.81,1
279680,27,3,3168,25,41,6.60,279.00,14.61,0
279736,21,17,11360,157,534,1.17,166.13,19.10,0
279744,4,7,5595,28,41,3.46,559.55,45.10,0
279802,20,10,10866,47,96,3.04,468.14,27.15,0
280331,18,17,6326,74,188,2.08,389.41,39.27,0
280342,5,33,140130,124,300,1.46,295.60,16.19,0
280432,5,4,2450,37,69,4.43,234.86,15.80,1
280585,7,15,20343,119,437,1.55,499.66,29.69,0
280749,8,6,4875,20,29,1.75,372.31,23.10,1
280960,12,5,5335,41,111,1.59,228.73,21.19,0
281261,7,10,20095,36,58,4.72,310.77,16.47,0
281304,5,6,35389,3,7,1.33,94.02,11.43,0
281507,11,3,1525,20,68,0.95,538.24,29.57,0
281519,3,13,22600,112,303,1.63,317.18,28.13,0
281532,11,3,8319,30,43,2.57,353.12,18.49,0
281608,15,5,1912,69,164,2.49,518.64,23.80,0
281614,5,10,9745,93,213,1.88,604.25,37.50,0
281754,25,16,12842,91,171,2.01,429.76,14.54,0
281921,21,37,20380,85,174,2.09,612.32,30.96,0
281957,3,21,146230,81,236,2.11,267.65,20.37,0
282298,4,23,26937,76,155,2.37,215.04,15.89,0
282441,23,5,4100,33,62,5.12,213.16,16.77,1
283037,2,4,2669,64,115,2.88,303.42,13.81,0
283102,2,5,39733,26,53,1.85,214.27,13.75,0
283522,6,4,3396,17,27,10.24,316.38,25.19,0
283989,24,5,10183,83,135,2.16,521.59,32.48,0
284079,11,17,36666,113,267,1.57,286.34,13.10,0
284080,5,6,132694,39,84,3.23,155.27,13.33,0
284429,24,23,18627,163,938,1.13,448.33,36.11,0
284865,11,11,46510,5,15,3.00,416.59,14.20,0
284990,4,6,4696,43,155,1.09,369.21,24.69,0
285002,18,9,23763,99,207,1.86,276.64,20.39,0
285269,25,12,7088,61,100,2.38,242.11,23.39,0
285420,12,6,6728,77,279,2.30,226.77,12.87,0
285448,21,5,8549,93,162,1.97,620.27,34.31,0
285585,2,3,4074,3,4,26.33,287.39,27.75,0
285639,18,12,8007,30,75,2.50,179.27,17.04,0
285680,22,3,3855,50,104,3.18,334.68,27.71,0
285753,4,3,4197,52,89,3.40,426.72,18.24,0
285786,1,38,22390,79,284,2.33,742.25,58.37,0
286175,12,52,43171,149,459,1.23,272.59,19.42,0
286217,26,13,25684,38,88,2.34,628.63,20.47,0
286545,19,9,9011,79,183,2.24,576.33,23.32,1
286791,2,6,2588,21,31,8.52,245.82,19.65,0
287235,5,3,2663,39,69,4.49,346.91,24.17,1
287437,0,3,1488,34,45,4.68,320.12,20.69,1
287816,5,36,25383,165,1562,1.12,520.11,40.85,0
287996,21,4,3095,40,69,2.85,204.79,14.55,0
288089,6,5,4368,61,314,1.59,261.06,23.77,0
288160,24,10,6769,38,113,1.87,874.50,36.06,1
288277,14,4,2777,12,18,3.42,289.49,20.39,0
288350,10,4,1559,28,51,6.54,414.77,17.59,1
289106,4,7,12081,51,231,1.41,223.38,13.52,1
289339,27,8,3932,22,66,1.73,576.84,36.73,0
289499,9,3,7327,18,33,1.78,229.74,21.94,0
289751,20,3,951,21,76,1.33,359.58,16.03,0
289943,24,6,9764,38,218,1.08,612.36,47.03,1
290150,4,12,418424,109,301,1.69,305.86,16.39,0
290251,20,16,20679,93,208,1.97,374.51,24.01,0
290457,1,15,8641,68,144,2.59,334.29,17.40,0
290506,9,3,4105,80,148,2.29,230.64,18.61,0
291080,15,3,1478,54,185,3.39,309.00,15.86,0
291387,21,6,4343,41,86,3.90,525.38,45.94,0
291410,4,5,20572,41,81,4.49,490.55,31.25,0
291563,12,5,4069,28,38,4.64,239.86,26.50,1
291590,28,5,4349,40,72,2.00,428.76,44.11,0
291663,6,9,6738,81,141,2.27,339.99,17.17,0
291727,9,9,2214,45,122,3.60,335.32,20.75,0
291877,16,7,3705,16,64,1.88,154.72,16.11,0
291920,2,13,12207,49,118,2.57,222.50,24.10,0
291947,15,13,8563,98,189,1.87,341.55,24.15,0
292095,3,10,9434,69,119,2.67,726.09,38.71,0
292325,6,5,2458,53,76,3.36,256.24,15.24,1
293010,14,3,2153,21,31,5.48,345.54,21.55,0
293701,3,14,13308,24,40,6.42,364.76,22.80,0
293713,5,5,100330,62,193,2.66,266.31,13.44,0
294082,4,7,5164,83,165,2.14,377.79,20.63,0
294198,9,4,3753,49,67,3.57,192.91,19.06,0
294309,25,6,4698,22,45,3.09,282.32,15.49,0
294672,3,4,1719,30,49,2.60,404.10,17.55,0
294912,27,5,3295,20,30,7.70,252.05,12.13,0
295490,24,4,2698,69,131,2.51,138.78,15.55,0
295553,4,6,10524,60,110,2.00,267.67,16.75,0
295561,14,7,8237,90,246,2.03,331.71,17.04,0
296182,22,3,2046,81,117,2.20,984.99,55.33,0
296349,5,3,30612,2,3,0.50,245.75,20.67,0
296389,12,3,7938,61,96,2.90,261.03,15.72,0
296800,27,6,2937,31,39,5.10,698.63,16.23,0
297201,1,5,2377,24,35,7.50,187.40,18.77,0
297652,28,9,5689,29,69,1.62,458.86,25.33,1
297816,6,47,24590,133,483,1.38,421.26,32.01,0
298037,0,23,52995,48,121,3.69,297.43,21.71,0
298353,24,6,2992,14,26,1.93,218.08,24.96,1
298633,18,5,81396,27,47,6.41,243.82,12.19,0
299109,16,17,17246,169,833,1.09,234.82,25.24,0
299126,26,3,2573,23,41,6.91,681.49,45.17,1
299248,8,20,28932,79,275,2.32,193.27,16.12,0
299500,22,4,3040,64,102,2.69,422.69,23.98,1
299950,8,12,16532,125,347,1.47,342.82,16.90,1
300850,27,12,18998,23,43,3.43,344.12,22.23,0
300874,6,8,2875,20,40,3.00,638.54,47.60,1
301272,17,12,21865,51,156,2.39,273.72,19.40,0
301373,25,5,2270,69,104,2.57,542.88,37.37,0
301821,19,9,28945,46,90,3.39,275.55,18.12,0
301854,12,5,11695,17,28,1.88,255.22,19.71,0
301944,21,7,2046,53,126,2.38,151.78,14.55,1
302258,4,19,154730,136,1077,1.35,258.71,17.24,0
302411,25,7,19000,70,132,2.53,288.32,21.38,0
303361,4,16,10199,91,149,2.01,275.89,17.18,0
304337,19,5,3919,91,237,2.01,380.69,17.93,0
304470,5,3,8992,113,273,1.63,394.53,24.08,0
304635,16,4,28540,40,77,1.83,305.93,13.68,1
305383,4,4,1382,30,70,3.93,230.13,14.24,0
305558,9,5,1972,22,39,8.27,261.17,16.67,0
306007,22,11,8411,68,97,2.60,392.89,22.44,0
306142,27,4,3444,91,197,1.99,532.36,25.62,0
306178,3,14,32174,89,278,2.04,274.97,21.56,0
306496,18,12,39563,21,80,1.38,656.39,33.39,0
306499,7,29,26798,60,242,3.07,952.07,43.89,1
306800,12,5,2787,31,50,5.84,218.65,12.66,1
306966,12,24,138772,87,217,2.07,261.32,20.28,0
307213,27,5,2268,45,70,3.80,203.92,16.43,0
307334,1,3,6389,84,178,2.19,411.71,23.53,0
307466,10,21,18620,135,359,1.36,415.08,19.41,0
307666,18,7,7493,86,169,2.08,243.88,20.20,0
307899,18,4,1578,20,47,9.15,133.39,12.06,0
307976,21,20,15612,64,132,2.83,296.38,12.80,0
308542,2,35,29452,140,438,1.31,319.98,21.20,0
308856,0,65,291121,104,436,1.64,586.04,28.72,0
308858,8,12,9585,92,220,1.98,295.91,20.28,0
308996,11,10,14024,52,98,1.56,271.55,16.04,0
309164,7,25,20948,168,723,1.10,374.49,26.69,0
309460,8,5,21139,44,86,3.98,321.28,16.21,0
309705,0,4,3651,21,41,6.14,250.35,21.22,1
309929,1,31,20904,75,257,2.43,674.27,55.54,0
310210,0,5,13579,12,67,14.08,231.67,12.82,0
310327,9,7,30743,26,67,6.77,178.85,14.97,0
310404,10,3,12490,1,1,1.00,748.66,82.00,0
310526,12,7,2518,8,13,4.00,313.21,32.85,1
311525,17,7,20513,46,82,3.89,425.51,26.30,0
311770,0,47,44408,121,709,1.52,775.04,32.44,0
312167,9,16,8295,98,176,1.88,269.62,21.53,0
312466,14,4,12049,26,51,6.69,395.27,14.41,0
312467,19,3,922,16,36,10.88,202.49,16.94,1
312740,7,16,15546,105,309,1.10,432.45,43.89,0
312910,1,4,2152,9,11,6.56,617.65,39.45,0
313318,1,17,21042,82,129,2.23,521.99,20.38,0
313434,25,5,43694,4,7,6.50,301.77,38.00,0
313710,0,35,15810,59,97,3.10,296.36,16.47,0
313782,11,8,16464,66,94,2.71,341.22,18.30,1
314560,2,17,5961,120,379,1.53,654.43,25.64,0
314565,3,15,11399,58,109,3.07,404.45,22.39,0
314770,4,26,28689,91,299,1.16,334.83,17.65,0
314864,19,7,4553,108,263,1.69,262.00,16.87,0
315367,24,6,4249,17,30,3.41,417.66,28.97,0
315458,10,3,2329,75,231,2.45,396.94,19.45,1
315498,24,6,5934,26,33,7.00,704.29,38.15,1
315729,11,11,10851,45,91,3.89,183.42,17.66,0
315889,0,5,3519,97,208,1.87,236.48,14.27,0
315893,12,8,79848,127,344,1.43,307.50,14.75,0
316167,12,23,9529,76,301,1.17,470.91,24.42,0
316826,11,6,12287,51,98,1.39,289.92,16.90,1
317269,0,80,96547,113,320,1.63,400.78,16.58,0
318201,14,18,8198,77,189,1.36,575.29,24.05,1
318344,7,17,14501,97,275,1.71,482.53,31.44,1
318350,4,8,5277,55,150,2.75,311.30,18.84,0
318424,7,10,3164,98,212,1.86,297.20,12.78,1
318504,12,5,16544,6,14,2.17,639.18,29.86,0
318663,20,6,4757,40,67,4.53,216.51,16.91,0
318899,3,8,10683,36,68,4.94,553.52,27.47,0
318998,3,10,3679,96,256,1.89,355.07,30.05,0
319002,12,8,13005,85,186,1.96,555.31,24.41,0
319027,7,21,83289,82,209,2.20,154.50,11.01,0
319229,3,5,1491,36,60,4.97,180.53,15.77,0
319344,16,10,4035,125,400,1.38,235.09,25.19,0
319695,6,31,58167,183,881,1.01,403.65,12.42,0
319926,5,5,11227,19,46,4.42,247.43,18.04,0
320282,24,13,19018,44,73,4.16,376.38,25.52,0
320323,27,8,34334,31,65,5.42,518.95,34.17,0
320418,14,7,10287,53,108,3.42,616.19,26.27,0
320618,14,5,2206,74,136,2.43,133.76,8.29,0
320761,6,6,6844,73,137,2.42,441.46,20.68,0
321463,5,38,265291,30,111,5.93,200.83,18.80,0
321579,10,15,7012,87,201,2.06,598.27,41.24,0
322190,10,19,20382,136,318,1.35,326.26,41.72,0
322892,7,6,5019,35,50,5.09,467.03,17.24,0
323000,12,6,4576,31,72,2.00,260.85,25.61,0
323116,19,6,4516,93,200,1.85,689.16,29.13,0
323300,9,7,6978,113,278,1.63,402.07,23.71,1
323828,8,42,30005,91,218,1.67,329.31,26.78,0
323862,13,31,61143,135,481,1.36,294.34,17.40,0
324356,1,7,4220,5,5,17.80,164.13,11.80,1
324367,7,14,30869,102,244,1.80,235.05,16.10,0
324372,13,11,8994,108,256,1.64,151.10,19.02,0
324528,3,11,13749,115,268,1.59,422.43,12.37,0
324564,0,31,125878,30,113,1.87,150.30,15.68,0
325046,19,3,36559,41,89,4.29,208.24,12.63,0
325273,25,3,1556,36,65,4.83,342.08,26.68,0
325718,8,13,27630,74,118,2.41,231.69,12.48,0
325963,4,7,4271,4,7,1.25,283.06,15.29,0
326124,2,3,1490,37,50,4.95,949.45,54.54,0
326238,12,6,24109,98,213,1.88,275.79,19.92,0
326951,0,10,15701,16,22,4.06,856.20,37.95,0
326979,7,10,11488,119,256,1.50,209.51,13.23,0
326980,18,19,34198,120,282,1.51,331.57,22.24,0
327047,10,5,16440,65,161,2.82,249.01,14.45,0
327062,6,18,160023,82,363,2.24,333.09,17.47,0
327816,20,8,10809,32,74,4.97,468.36,23.03,0
328106,6,4,1439,21,82,2.10,105.41,11.37,0
328277,15,4,2410,6,5,3.67,638.01,39.20,0
328384,4,3,8228,1,1,1.00,92.48,9.00,0
328414,0,57,47893,109,298,1.69,751.92,28.65,0
328427,25,12,10276,95,198,1.92,350.29,27.75,0
328997,22,4,4191,12,20,3.58,241.70,15.50,0
329113,7,12,10754,52,182,2.27,452.73,44.37,0
329685,22,14,114464,137,533,1.34,353.51,21.55,0
329729,0,7,14796,28,94,5.68,169.64,15.72,0
329819,12,7,10861,17,25,2.29,195.71,20.24,1
329957,20,5,4142,58,120,1.83,144.24,16.58,0
330153,12,17,27529,108,240,1.69,203.10,19.12,0
330170,27,3,3164,41,69,4.20,121.84,8.09,0
330260,10,10,10159,92,241,1.99,307.66,13.80,1
330319,8,3,2255,57,69,3.14,103.93,4.84,0
330471,8,24,16035,129,440,1.34,618.45,21.18,0
330845,6,12,24160,64,204,1.89,1106.29,94.32,0
331635,20,14,5522,76,204,2.41,473.70,44.80,0
331693,5,5,5485,24,26,5.25,178.49,12.35,0
332067,29,8,39967,14,29,2.36,321.54,29.24,0
332708,5,95,763899,98,291,1.15,625.76,38.70,0
332804,9,7,70908,89,158,2.00,383.41,26.33,0
332966,4,18,15176,64,90,2.81,284.12,42.13,0
333109,1,9,63843,83,212,2.07,604.15,31.46,0
333309,14,11,90479,77,141,2.31,788.03,52.18,0
333811,3,6,7880,35,39,5.00,299.33,16.67,0
333899,7,4,16898,103,345,1.40,574.00,37.55,1
334549,24,3,2464,53,128,1.96,359.53,19.52,1
334624,4,9,9038,21,31,3.43,268.82,14.48,0
334769,1,19,20035,60,125,3.05,412.88,17.26,0
334784,0,7,3329,19,23,6.68,380.69,26.96,1
334862,1,34,14007,123,483,1.50,563.73,27.63,0
335048,2,8,4850,37,114,2.16,311.01,26.51,0
335334,24,6,4638,44,52,3.89,167.48,18.88,1
335640,23,16,11036,121,300,1.51,1256.99,34.70,1
335866,12,6,6507,60,214,1.45,260.16,30.61,0
336621,2,3,4707,5,37,0.80,1269.42,92.32,0
336842,21,4,2608,49,94,3.51,351.13,27.78,0
337438,1,8,11616,17,44,2.29,560.41,37.91,0
337604,10,21,38339,108,213,1.68,604.83,31.45,0
337857,5,3,12799,2,9,1.50,232.86,20.89,0
338277,9,6,14837,7,9,9.57,653.36,25.67,0
338859,11,5,3161,63,123,2.71,168.12,16.83,0
338892,8,17,27532,66,157,2.74,226.28,27.68,0
338972,0,5,12914,90,231,2.03,461.90,31.90,0
339254,18,21,10323,102,233,1.80,419.23,38.00,0
339375,24,3,1063,18,34,8.28,390.17,18.35,0
339445,10,8,77396,29,117,1.38,915.77,40.08,0
339481,23,5,4797,139,380,1.32,342.33,42.41,0
339632,0,5,5829,79,151,2.32,688.73,34.84,0
339737,19,41,69463,86,179,1.66,1147.10,53.20,0
339808,6,4,16914,2,2,2.00,1285.01,54.50,1
339866,5,4,13369,88,157,2.09,249.19,15.19,0
339991,4,11,11402,18,40,1.06,536.80,28.85,1
340058,9,5,23390,65,101,2.80,247.44,14.42,0
340071,9,4,21112,3,11,2.00,310.54,16.73,1
340614,4,6,1449,6,13,1.17,619.44,39.31,1
340729,29,12,11494,112,313,1.48,319.95,21.70,0
340970,9,4,2043,36,64,4.64,304.04,26.06,0
341347,3,9,2870,78,151,2.35,340.80,18.56,0
341373,1,3,14294,26,32,6.96,177.52,15.84,1
341401,17,3,44168,49,130,3.35,219.79,12.85,0
341409,5,9,5815,63,143,2.76,264.36,15.99,0
341459,7,20,20353,149,472,1.23,354.32,20.98,0
341542,1,5,1148,9,14,18.67,207.06,24.50,1
341865,22,13,22466,104,272,1.75,320.83,18.40,0
341947,7,4,1575,11,15,3.55,258.30,15.00,0
342525,13,12,4467,94,156,1.95,256.41,18.59,0
342815,14,21,20097,29,53,6.24,553.95,33.36,0
343119,0,12,7936,44,64,4.18,231.91,27.00,0
343135,14,23,26532,165,1010,1.12,122.88,14.76,0
344034,8,9,10497,93,345,1.41,448.92,25.61,0
344377,19,10,6392,73,170,1.15,400.65,33.88,0
344827,2,22,6310,89,242,2.03,501.77,21.43,0
344852,16,7,11929,85,172,2.15,530.20,18.80,0
344982,6,24,31384,82,154,2.24,418.57,26.72,0
345008,3,3,8887,42,74,2.88,215.99,11.80,1
345662,27,8,5912,2,2,6.00,352.56,39.50,0
346017,17,9,48317,57,91,3.16,678.83,38.73,0
346382,4,3,1005,1,1,1.00,565.26,28.00,0
346607,3,4,2333,43,63,4.26,834.21,43.86,0
346817,10,6,3219,82,181,2.21,287.43,20.17,0
347114,1,5,12937,2,3,6.00,634.57,23.67,0
347740,23,11,6808,1,1,1.00,280.85,16.00,0
347786,11,17,133549,163,744,1.13,218.57,14.82,0
347802,12,15,247424,17,28,4.24,123.52,19.68,0
347904,22,7,11114,44,80,2.80,232.24,22.25,0
348064,4,4,14656,17,37,1.12,458.77,18.11,0
348340,0,12,28359,8,13,10.25,228.14,10.85,0
348506,0,8,4011,32,104,2.41,421.05,28.96,0
348830,3,4,2046,14,18,4.64,240.49,20.17,0
349075,12,9,36125,53,114,3.43,407.48,21.29,0
349140,7,3,8195,3,7,1.00,531.39,47.29,0
349287,28,6,16623,29,41,5.62,356.88,22.61,0
349618,10,5,2033,20,25,8.00,159.06,11.16,0
349784,2,12,39300,60,181,2.97,457.73,21.38,0
349797,2,8,3119,45,92,2.11,197.99,22.29,0
349822,4,33,16970,119,314,1.55,212.27,15.54,0
350215,5,66,257438,175,1255,1.05,462.04,34.17,0
350216,16,4,9786,85,180,2.01,662.98,31.60,1
350262,7,9,3420,74,205,2.45,347.17,17.60,0
350395,27,7,6876,41,61,4.20,221.85,16.30,0
350790,5,4,1372,4,6,1.00,334.94,20.67,1
351156,11,10,8914,56,76,3.29,260.08,16.97,0
351220,0,8,67968,84,238,2.02,288.46,16.62,1
351247,0,16,30719,156,697,1.18,391.64,25.20,0
351651,12,4,29023,3,16,3.33,444.16,24.00,0
351818,9,3,2869,19,79,5.79,557.60,30.54,0
352036,20,4,2007,55,79,3.22,200.51,7.71,1
352169,25,6,7874,44,67,4.00,405.63,20.22,0
352411,12,4,2692,43,86,4.00,414.32,17.72,1
352591,22,5,2455,65,110,2.83,308.18,18.05,0
